	QUESTION	Q_UNDERGOER	Q_ENABLER	Q_TRIGGER	Q_RESULT	Q_UNDERSPECIFIED	ANSWER_CHOICE	ANSWER_SENTENCE	A_UNDERGOER	A_ENABLER	A_TRIGGER	A_RESULT	A_UNDERSPECIFIED	UNDERGOER_SCORE	ENABLER_SCORE	TRIGGER_SCORE	RESULT_SCORE	UNDERSPECIFIED_SCORE	CORRECT_ANSWER	PREDICTED_ANSWER	PREDICTION
441	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	Plants reproduce by forming seeds from the male (pollen) and female (eggs) cells found in the flower.	Plants	male -LRB- pollen -RRB- and female eggs	forming	seeds	None			3.37910899654e-06	0.0		photosynthesis	photosynthesis	True
442	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	Reproduction (or procreation) is the biological process by which new individual organisms, offspring, are produced from their parents.	None	None	produced | biological process	individual organisms	None			1.0	0.0		photosynthesis	photosynthesis	True
443	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	They can grow, take in nutrients, breathe, reproduce, eliminate waste, and die.	None	None	reproduce		None			0.0	0.0		photosynthesis	photosynthesis	True
444	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	Plants reproduce by producing flowers and fruits that have seeds.	Plants	None	reproduce	flowers fruits	None			0.0	0.393169383983		photosynthesis	photosynthesis	True
445	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	Reproduction is the process by which a living organism creates a likeness of itself.	organism	None	creates	likeness of itself	None			0.0	0.0		photosynthesis	photosynthesis	True
446	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	to produce one or more other individuals of (a given kind of organism)by some process of generation or propagation, sexual or asexual.	organism	process of generation propagation	produce	individuals	None			0.0	0.0		photosynthesis	photosynthesis	True
447	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	is the biological process by which new individual organisms, offsprings, are produced from their parents.	None	None	process | produced	new individual organisms offsprings	None			1.0	0.0		photosynthesis	photosynthesis	True
448	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	Food All living things need food (for energy) to grow and reproduce.	All living things	Food	reproduce		None			0.0	0.0		photosynthesis	photosynthesis	True
449	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	Parts of Plants Flowers and fruits are the parts of plants that are for reproduction.	Plants	Flowers and fruits	reproduction		None			0.33333333333299997	0.0		photosynthesis	photosynthesis	True
450	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	Animals and Plants need energy for growth and reproduction.	Animals and Plants	energy	reproduction		None			0.33333333333299997	0.0		photosynthesis	photosynthesis	True
451	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	au Animals and Plants need energy for growth and reproduction.	Animals and Plants	energy	reproduction		None			0.33333333333299997	0.0		photosynthesis	photosynthesis	True
452	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	Humans, animals and plants reproduce their own kind.	Humans , animals and plants	None	reproduce	their own kind	None			0.0	0.29703091422899996		photosynthesis	photosynthesis	True
453	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	Plants reproduce by producing flowers and fruits that have seeds.	Plants	None	reproduce |  producing	flowers fruits	None			0.0	0.393169383983		photosynthesis	photosynthesis	True
454	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	When an organism has an offspring (baby) it is called reproduction.	organism	None	reproduction	offspring	None			0.33333333333299997	0.777810920984		photosynthesis	photosynthesis	True
455	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	A seed growing into a plant is a form of reproduction.	seed	None	reproduction	plant	None			0.33333333333299997	0.0		photosynthesis	photosynthesis	True
456	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	Plants reproduce by forming seeds from the male (pollen) and female (eggs) cells found in the flower.	Plants	male -LRB- pollen -RRB- and female eggs	forming	seeds	None			3.37910899654e-06	0.0		photosynthesis	photosynthesis	True
457	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	Reproduction (or procreation) is the biological process by which new individual organisms, offspring, are produced from their parents.	None	None	produced | biological process	individual organisms	None			1.0	0.0		photosynthesis	photosynthesis	True
458	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	A type of reproduction in which two parents give rise to offspring that have unique combinations of genes inherited from the gametes of the parents.	two parents	None	reproduction	offspring that have unique combinations of genes inherited from the gametes parents	None			0.33333333333299997	0.301645310282		photosynthesis	photosynthesis	True
459	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	type of reproduction that involves the fertilization of gametes produced by two parents and produces genetically variable offspring	None	gametes produced by two parents	reproduction | fertilization	genetically variable offspring	None			0.33333333333299997	0.301645310282		photosynthesis	photosynthesis	True
460	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	A more stringent definition is agamogenesis which is reproduction without the fusion of gametes	None	None	agamogenesis | reproduction		without the fusion of gametes			1.0	0.0		photosynthesis	photosynthesis	True
461	Which of the following processes makes it possible for plants to use energy from sunlight to produce their own food? 	None	None	processes	produce their food	None	reproduction	Asexual reproduction is the primary form of reproduction for single-celled organisms such as the archaea, bacteria, and protists	single-celled organisms such as the archaea , bacteria and protists	None	reproduction		None			0.33333333333299997	0.0		photosynthesis	photosynthesis	True
