QUESTION	Q_UNDERGOER	Q_ENABLER	Q_TRIGGER	Q_RESULT	Q_UNDERSPECIFIED	ANSWER_CHOICE	ANSWER_SENTENCE	A_UNDERGOER	A_ENABLER	A_TRIGGER	A_RESULT	A_UNDERSPECIFIED	UNDERGOER_SCORE	ENABLER_SCORE	TRIGGER_SCORE	RESULT_SCORE	UNDERSPECIFIED_SCORE	CORRECT_ANSWER
Offspring come from a single parent during <span class="blank"> </span>. 						sexual reproduction	A more stringent definition is agamogenesis which is reproduction without the fusion of gametes					without the fusion of gametes	nan	nan	nan	nan	nan	asexual reproduction
Offspring come from a single parent during <span class="blank"> </span>. 						sexual reproduction	Asexual reproduction is the primary form of reproduction for single-celled organisms such as the archaea, bacteria, and protists	bacteria|protists		reproduction	single-celled organisms|the archaea|and		nan	nan	nan	nan	nan	asexual reproduction
Offspring come from a single parent during <span class="blank"> </span>. 						sexual reproduction	Asexual reproduction is a mode of reproduction by which offspring arise from a single organism, and inherit the genes of that parent only	offspring|single organism		reproduction|inherit	from a|the genes of|parent		nan	nan	nan	nan	nan	asexual reproduction
Offspring come from a single parent during <span class="blank"> </span>. 						sexual reproduction	reproduction that involves a single parent and results in offspring that are all genetically identical to the parent	single parent and|genetically		reproduction	that|results in offspring|all|identical to|parent		nan	nan	nan	nan	nan	asexual reproduction
Offspring come from a single parent during <span class="blank"> </span>. 						sexual reproduction	The generation of offspring from a single parent that occurs without the fusion of gametes (by budding, division of a single cell, or division of the entire organism into two or more parts).	gametes|organism	single parent|gametes|cell	generation|budding	offspring|single cell|division|entire organism|two|parts	occurs without the fusion of gametes	nan	nan	nan	nan	nan	asexual reproduction
Offspring come from a single parent during <span class="blank"> </span>. 						sexual reproduction	A type of reproduction in which two parents give rise to offspring that have unique combinations of genes inherited from the gametes of the parents.	offspring|genes	parents	inherited			nan	nan	nan	nan	nan	asexual reproduction
Offspring come from a single parent during <span class="blank"> </span>. 						sexual reproduction	type of reproduction that involves the fertilization of gametes produced by two parents and produces genetically variable offspring	parents		type	gametes|variable offspring		nan	nan	nan	nan	nan	asexual reproduction
Which of the following is an unwanted change in the environment caused by harmful substances? 						overpopulation	The most serious consequence of human overpopulation is the heavy demand on ecosystems for food.						nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						overpopulation	Without being preyed upon, overpopulation would occur,and prey would most likely eat all available food, ultimately starving themselves to death.						nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						overpopulation	Overpopulation is when a place has too much of an animal or plant for it to be healthy						nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						evolution	As water transport mechanisms, and waterproof cuticles, evolved, plants could survive without being continually covered by a film of water.	water|cuticles|plants		survive			nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						evolution	Humans evolved eating both animals and plants.	Humans|plants		evolved	both animals and		nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						evolution	Many plants have evolved reproductive strategies that involve animals.	plants	Many	evolved	reproductive strategies that involve animals		nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						evolution	The mechanisms some desert animals have evolved to retain water are even more elaborate.						nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						evolution	Change in the genetic composition of a population during successive generations, as a result of natural selection acting on the genetic variation among individuals, and resulting in the development of new species.						nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						evolution	Because as the moon revolves around the Earth, the Earth is moving around the sun.	moon		moving		around the Earth | around the sun	nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						evolution	The moon revolves around the Earth and the Earth revolves around the sun.		moon	revolves|revolves		around the Earth | around the sun	nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						evolution	The moon revolves around the earth.		moon	revolves		around the earth	nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						evolution	As the earth revolves around the sun.		earth	revolves		around the sun	nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						evolution	The earth revolves around the sun.		earth	revolves		around the sun	nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						pollution	Pollution is created from harmful gases.						nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						pollution	Pollution is the introduction of contaminants into the natural environment that cause adverse change						nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						pollution	Environmental pollution is the release of environmental contaminants, generally resulting from human activity.			pollution	activity		nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						pollution	Water pollution is when waste, chemicals, or other particles cause a body of water (i.e. rivers, oceans, lakes) to become harmful to the fish and animals that need the water to survive.						nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						pollution	Land pollution is anything that damages or contaminates the land.			anything			nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						pollution	When pollutants combine with water and air it will produce acid rain.						nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						pollution	Entry: volcano water pollution Noun introduction of harmful materials into a body of water.			pollution	harmful|water		nan	nan	nan	nan	nan	pollution
Which of the following is an unwanted change in the environment caused by harmful substances? 						pollution	Discharge of untreated water from industrial uses is pollution.			pollution			nan	nan	nan	nan	nan	pollution
