	QUESTION	QUESTION UNDERGOER	QUESTION ENABLER	QUESTION TRIGGER	QUESTION RESULT	QUESTION UNDERSPECIFIED	ANSWER CHOICE	ANSWER SENTENCE	ANSWER UNDERGOER	ANSWER ENABLER	ANSWER TRIGGER	ANSWER RESULT	ANSWER UNDERSPECIFIED	UNDERGOER SCORE	ENABLER SCORE	TRIGGER SCORE	RESULT SCORE	UNDERSPECIFIED SCORE	CORRECT ANSWER	PREDICTED ANSWER	PREDICTION
2144	"A change in the way matter looks is called <span class=""blank""> </span>? "						physical change	A change in the physical state of a molecule, object, wave or system.			change								physical change	physical change	True
2145	"A change in the way matter looks is called <span class=""blank""> </span>? "						physical change	A physical change involves a change in physical properties											physical change	physical change	True
2146	"A change in the way matter looks is called <span class=""blank""> </span>? "						physical change	Physical changes occur when objects or substances undergo a change that does not change their chemical composition	objects		changes|change	change|composition							physical change	physical change	True
2147	"A change in the way matter looks is called <span class=""blank""> </span>? "						physical change	Physical changes are used to separate mixtures into their component compounds, but can not usually be used to separate compounds into chemical elements or simpler compounds.											physical change	physical change	True
2148	"A change in the way matter looks is called <span class=""blank""> </span>? "						physical change	Physical changes are changes affecting the form of a chemical substance, but not its chemical composition.											physical change	physical change	True
2149	"A change in the way matter looks is called <span class=""blank""> </span>? "						chemical change	A change at the molecular, atomic or subcellular level in an organism.	organism		change	level							physical change	physical change	True
2150	"A change in the way matter looks is called <span class=""blank""> </span>? "						chemical change	A chemical reaction is a process in which one or more substances are converted into other substances.											physical change	physical change	True
2151	"A change in the way matter looks is called <span class=""blank""> </span>? "						chemical change	Chemical changes occur when a substance combines with another to form a new substance, called synthesis or, alternatively, decomposes into two or more different substances											physical change	physical change	True
2152	"A change in the way matter looks is called <span class=""blank""> </span>? "						chemical change	Chemical reactions are usually characterized by a chemical change, and they yield one or more products, which usually have properties different from the reactants					products						physical change	physical change	True
2153	"A change in the way matter looks is called <span class=""blank""> </span>? "						chemical change	Chemical reactions can be either spontaneous, requiring no input of energy, or non-spontaneous, typically following the input of some type of energy, such as heat, light or electricity											physical change	physical change	True
2154	The movement of an object all the way around another planet is called 	object	way|planet	movement		all the way around another planet	revolving	Because as the moon revolves around the Earth, the Earth is moving around the sun.	moon		moving		around the Earth | around the sun	0.22437673130199998	0.0	1.0		0.399951528463	revolving	revolving	True
2155	The movement of an object all the way around another planet is called 	object	way|planet	movement		all the way around another planet	revolving	The moon revolves around the Earth and the Earth revolves around the sun.		moon	revolves|revolves		around the Earth | around the sun	0.0	0.0	0.0		0.399951528463	revolving	revolving	True
2156	The movement of an object all the way around another planet is called 	object	way|planet	movement		all the way around another planet	revolving	The moon revolves around the earth.		moon	revolves		around the earth	0.0	0.0	0.0		0.796738113555	revolving	revolving	True
2157	The movement of an object all the way around another planet is called 	object	way|planet	movement		all the way around another planet	revolving	As the earth revolves around the sun.		earth	revolves		around the sun	0.0	0.505457633996	0.0		0.5953872833120001	revolving	revolving	True
2158	The movement of an object all the way around another planet is called 	object	way|planet	movement		all the way around another planet	revolving	The earth revolves around the sun.		earth	revolves		around the sun	0.0	0.505457633996	0.0		0.5953872833120001	revolving	revolving	True
2159	The movement of an object all the way around another planet is called 	object	way|planet	movement		all the way around another planet	rotation	A traditional element of crop rotation is the replenishment of nitrogen through the use of green manure in sequence with cereals and other crops						0.0	0.0	0.0		0.0	revolving	revolving	True
2160	The movement of an object all the way around another planet is called 	object	way|planet	movement		all the way around another planet	rotation	Crop rotation is a systematic approach to deciding which crop to plant where in your vegetable garden from one year to the next.						0.0	0.0	0.0		0.0	revolving	revolving	True
2161	The movement of an object all the way around another planet is called 	object	way|planet	movement		all the way around another planet	rotation	Crop rotation is the practice of growing a series of dissimilar/different types of crops in the same area in sequential seasons.	seasons	series|types|area	Crop|growing	series|crops		0.0	0.0	0.0		0.0	revolving	revolving	True
2162	The movement of an object all the way around another planet is called 	object	way|planet	movement		all the way around another planet	rotation	In farming, 'crop rotation' is the when the same land is used to grow different crops season after season.						0.0	0.0	0.0		0.0	revolving	revolving	True
