	ANSWER_CHOICE	A_DIRECTION	A_ENABLER	A_LOCATION	A_MEDIUM	A_RESULT	A_SOURCE	A_TARGET	A_THEME	A_TRIGGER	A_UNDERGOER	CORRECT_ANSWER	DIRECTION_SCORE	ENABLER_SCORE	LOCATION_SCORE	MEDIUM_SCORE	PREDICTED_ANSWER	PREDICTION	QUESTION	Q_DIRECTION	Q_ENABLER	Q_LOCATION	Q_MEDIUM	Q_RESULT	Q_SOURCE	Q_TARGET	Q_THEME	Q_TRIGGER	Q_UNDERGOER	RESULT_SCORE	SOURCE_SCORE	TARGET_SCORE	THEME_SCORE	TRIGGER_SCORE	UNDERGOER_SCORE
822	condensation					water				condensed	water vapor	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
823	condensation					liquid water				condensed | form	water molecules	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
824	evaporation					clouds				evaporation	water	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
825	evaporation									evaporate 	oils	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
826	evaporation									evaporation | extracting	moisture	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
827	evaporation					one state to another				evaporation | changes	matter	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0139430163209	
828	evaporation					gaseous state | vapor				evaporation | changing	water | liquid state	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0139430163209	
829	evaporation					gaseous phase				evaporation | vaporization	liquid	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
830	evaporation		increase in temperature and/or pressure			gaseous state				process | changing | evaporation	substance | liquid state	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0139430163209	
831	evaporation					gas				evaporation | changes	matter | liquid	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0139430163209	
832	evaporation					water vapor				changing | evaporation	liquid water	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0139430163209	
833	evaporation		energy of the sun							evaporated	surface water	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
834	evaporation		temperature below the boiling point			vapor				change	liquid	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0413223140496	
835	evaporation					water vapor				change of state | evaporation	water	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.008921515548690001	
836	evaporation		heat			gas				changing	liquid	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0413223140496	
837	evaporation		energy from the sun			water vapor				change | evaporate	liquid water	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0134258893949	
838	evaporation					water vapor				process | evaporation | changing	liquid water	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0139430163209	
839	evaporation					water vapor				evaporated	water	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
840	evaporation					water vapor				evaporates	water	precipitation					run off	False	What is the third step of the water cycle? 									water cycle						0.0	
