	QUESTION	ANSWER_CHOICE	Q_UNDERGOER	A_UNDERGOER	UNDERGOER_SCORE	Q_ENABLER	A_ENABLER	ENABLER_SCORE	Q_TRIGGER	A_TRIGGER	TRIGGER_SCORE	Q_RESULT	A_RESULT	RESULT_SCORE	CORRECT_ANSWER
529	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	chemosynthesis	autotrophs	autotrophs	1.0	light energy			convert	produce | chemosynthesis	0.0	oxygen and energy-rich carbohydrates such as sugars and starches	food	0.140625	photosynthesis
530	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	chemosynthesis	autotrophs			light energy			convert	make | chemosynthesis	0.000660558291395	oxygen and energy-rich carbohydrates such as sugars and starches	glucose	0.132835659854	photosynthesis
531	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	chemosynthesis	autotrophs	chemical compounds	0.0	light energy	energy	1.0	convert	process	0.0	oxygen and energy-rich carbohydrates such as sugars and starches	make food	0.0748781736534	photosynthesis
532	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	nitrogen fixation	autotrophs			light energy	prokaryotes	0.0	convert	nitrogen fixation	0.0	oxygen and energy-rich carbohydrates such as sugars and starches			photosynthesis
533	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	nitrogen fixation	autotrophs	nitrogen	0.0	light energy			convert	nitrogen fixation	0.0	oxygen and energy-rich carbohydrates such as sugars and starches	ammonium	0.0	photosynthesis
534	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	nitrogen fixation	autotrophs	nitrogen	0.0	light energy			convert	nitrogen fixation	0.0	oxygen and energy-rich carbohydrates such as sugars and starches			photosynthesis
535	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	nitrogen fixation	autotrophs	nitrogen	0.0	light energy	bacteria	0.0	convert	changing	0.124565361775	oxygen and energy-rich carbohydrates such as sugars and starches	nitrates	0.0	photosynthesis
536	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	nitrogen fixation	autotrophs	nitrogen	0.0	light energy			convert	conversion	1.0	oxygen and energy-rich carbohydrates such as sugars and starches	ammonia	0.0	photosynthesis
537	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	photosynthesis	autotrophs	plants	1.0	light energy	light energy	1.0	convert	to drive photosynthesis	0.0	oxygen and energy-rich carbohydrates such as sugars and starches			photosynthesis
538	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	photosynthesis	autotrophs	plants	1.0	light energy			convert	photosynthesis	0.0	oxygen and energy-rich carbohydrates such as sugars and starches	energy	0.0	photosynthesis
539	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	photosynthesis	autotrophs	plants	1.0	light energy	sun	0.00634670199174	convert	photosynthesis	0.0	oxygen and energy-rich carbohydrates such as sugars and starches	energy	0.0	photosynthesis
540	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	photosynthesis	autotrophs	A plant	0.61771892602	light energy			convert	does photosynthesis	0.0	oxygen and energy-rich carbohydrates such as sugars and starches			photosynthesis
541	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	photosynthesis	autotrophs	Plants	1.0	light energy			convert	photosynthesis	0.0	oxygen and energy-rich carbohydrates such as sugars and starches	get their energy to grow	0.0	photosynthesis
542	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	evaporation	autotrophs	water	0.0	light energy			convert	evaporation	0.0	oxygen and energy-rich carbohydrates such as sugars and starches	clouds	0.0	photosynthesis
543	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	evaporation	autotrophs	oils	0.0	light energy			convert	evaporate 	0.0	oxygen and energy-rich carbohydrates such as sugars and starches			photosynthesis
544	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	evaporation	autotrophs	moisture	0.0	light energy			convert	evaporation | extracting	0.0	oxygen and energy-rich carbohydrates such as sugars and starches			photosynthesis
545	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	evaporation	autotrophs	matter	0.0	light energy			convert	evaporation | changes	0.0420309683086	oxygen and energy-rich carbohydrates such as sugars and starches	one state to another	0.0	photosynthesis
546	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	evaporation	autotrophs	water | liquid state	0.0	light energy			convert	evaporation | changing	0.0420309683086	oxygen and energy-rich carbohydrates such as sugars and starches	gaseous state | vapor	0.0	photosynthesis
547	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	evaporation	autotrophs	liquid	0.0	light energy			convert	evaporation | vaporization	0.0	oxygen and energy-rich carbohydrates such as sugars and starches	gaseous phase	0.0	photosynthesis
548	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	evaporation	autotrophs	substance | liquid state	0.0	light energy	increase in temperature and/or pressure	0.0	convert	process | changing | evaporation	0.0420309683086	oxygen and energy-rich carbohydrates such as sugars and starches	gaseous state	0.0	photosynthesis
549	"During <span class=""blank""> </span>, autotrophs use light energy to convert carbon dioxide and water into oxygen and energy-rich carbohydrates such as sugars and starches. "	evaporation	autotrophs	matter | liquid	0.0	light energy			convert	evaporation | changes	0.0420309683086	oxygen and energy-rich carbohydrates such as sugars and starches	gas	1.0	photosynthesis
